number_of_steps avg_p1 avg_p2
220000 0.0 0.0
221000 0.0 0.25
222000 -0.5 1.0
223000 0.0 -0.25
224000 0.0 -0.25
225000 0.5 -0.25
226000 -1.0 0.25
227000 0.5 0.25
228000 -1.0 -0.5
229000 -0.5 -0.25
230000 0.0 -0.25
231000 -0.5 0.25
232000 0.5 0.5
233000 0.0 0.5
234000 0.5 -0.75
235000 0.0 0.0
236000 0.0 -0.5
237000 -1.0 0.5
238000 0.5 0.0
239000 0.5 0.0
240000 -1.0 -0.5
241000 0.0 0.0
242000 0.5 -0.5
243000 0.5 -0.25
244000 0.0 0.5
245000 0.5 0.0
246000 0.5 0.5
247000 0.0 0.25
248000 -0.5 0.0
249000 0.5 -0.5
250000 0.5 -0.25
251000 0.0 0.0
252000 -0.5 0.0
253000 -0.5 -0.5
254000 -0.5 0.25
255000 0.0 0.75
256000 0.5 -0.25
257000 -0.5 0.0
258000 1.0 0.25
259000 0.0 0.25
260000 -0.5 0.0
261000 0.0 0.25
262000 0.5 0.75
263000 -0.5 -0.75
264000 -0.5 0.25
265000 0.5 0.75
266000 0.0 0.25
267000 0.5 0.75
268000 1.0 0.5
269000 0.0 0.5
270000 1.0 0.0
271000 -0.5 0.0
272000 0.0 0.75
273000 -1.0 -0.25
274000 0.0 0.25
275000 0.0 0.0
276000 -0.5 -0.25
277000 0.5 -0.25
278000 -0.5 0.75
279000 -0.5 -0.25
280000 -0.5 0.0
281000 1.0 -0.25
282000 1.0 0.0
283000 -0.5 0.25
284000 0.0 1.0
285000 -0.5 0.0
286000 0.5 0.25
287000 0.0 -0.25
288000 0.0 -0.25
289000 0.5 0.75
290000 0.0 0.0
291000 0.0 0.5
292000 -0.5 0.25
293000 -0.5 0.25
294000 -0.5 -0.5
295000 0.0 1.0
296000 0.0 0.25
297000 0.5 0.5
298000 -0.5 0.25
299000 -0.5 0.25
300000 -0.5 0.0
301000 0.5 -0.25
302000 0.0 0.25
303000 0.5 0.25
304000 0.0 0.25
305000 -0.5 0.5
306000 -1.0 0.5
307000 0.0 0.0
308000 0.0 -0.5
309000 0.0 0.25
310000 0.5 0.0
311000 0.5 0.25
312000 0.0 0.25
313000 -0.5 -0.25
314000 -0.5 0.0
315000 0.0 0.25
316000 0.0 0.0
317000 1.0 0.25
318000 1.0 0.0
319000 0.0 1.0
320000 0.0 0.25
321000 0.5 0.75
322000 -0.5 0.25
323000 0.0 -0.75
324000 1.0 -0.5
325000 1.0 -1.0
326000 0.0 0.0
327000 0.0 0.0
328000 0.5 -0.25
329000 0.0 0.25
330000 0.0 -0.25
331000 0.0 0.75
332000 0.5 0.0
333000 0.5 0.0
334000 0.0 0.0
335000 0.5 -0.25
336000 1.0 -0.5
337000 0.0 0.5
338000 -0.5 0.0
339000 0.5 0.25
340000 1.0 -0.5
341000 0.5 -0.25
342000 0.0 -0.25
343000 0.5 0.5
344000 -0.5 0.0
345000 1.0 0.25
346000 -0.5 0.25
347000 0.0 -0.25
348000 0.0 -0.25
349000 -0.5 0.0
350000 -0.5 -0.25
351000 0.5 0.5
352000 -0.5 0.25
353000 0.5 0.0
354000 0.0 -0.5
355000 0.0 0.0
356000 -0.5 -0.25
357000 0.0 0.0
358000 0.5 0.25
359000 -0.5 0.5
360000 0.5 0.25
361000 -0.5 0.5
362000 0.0 -0.25
363000 -0.5 0.25
364000 1.0 -0.25
365000 0.0 0.25
366000 0.0 -0.5
367000 0.5 0.5
368000 -0.5 0.5
369000 0.5 -0.25
370000 -0.5 -0.25
371000 1.0 0.0
372000 -0.5 -0.25
373000 0.0 0.25
374000 -1.0 0.0
375000 0.0 -1.0
376000 0.5 0.0
377000 -0.5 0.25
378000 -1.0 0.5
379000 0.5 0.75
380000 0.0 -0.25
381000 0.0 0.25
382000 0.0 -0.25
383000 -0.5 0.25
384000 -0.5 0.75
385000 0.0 0.0
386000 -0.5 -0.75
387000 -0.5 0.75
388000 1.0 0.0
389000 -0.5 -0.25
390000 -1.0 0.0
391000 0.5 -0.75
392000 -0.5 -0.25
393000 -1.0 -0.25
394000 0.5 -0.25
395000 0.0 -0.25
396000 0.0 -0.25
397000 -0.5 0.75
398000 0.5 0.25
399000 -1.0 -0.25
400000 0.0 0.25
401000 0.5 0.25
402000 0.0 0.0
403000 -0.5 0.0
404000 -0.5 0.0
405000 -0.5 0.0
406000 0.5 -0.5
407000 0.5 0.25
408000 0.5 -0.5
409000 -0.5 0.5
410000 1.0 0.0
411000 -0.5 -0.25
412000 0.0 0.0
413000 0.0 -0.75
414000 -0.5 0.0
415000 -0.5 0.25
416000 0.5 0.25
417000 -0.5 -0.25
418000 0.0 -0.75
419000 0.5 0.25
420000 0.0 0.0
421000 0.0 0.5
422000 -0.5 0.25
423000 0.0 0.0
424000 0.5 -0.5
425000 1.0 -0.25
426000 0.0 0.0
427000 0.0 0.25
428000 0.0 -0.25
429000 1.0 -0.5
430000 0.5 0.25
431000 0.5 0.0
432000 1.0 -0.25
433000 0.5 -0.25
434000 0.0 0.25
435000 -0.5 -0.25
436000 0.0 0.0
437000 -0.5 0.0
438000 -1.0 -0.25
439000 0.0 -0.25
440000 0.5 -0.25
441000 0.0 0.5
442000 0.0 0.5
443000 -1.0 0.0
444000 -0.5 1.0
445000 0.5 0.5
446000 0.0 0.25
447000 0.0 0.5
448000 -1.0 -1.0
449000 -0.5 -0.75
450000 1.0 -1.0
451000 0.0 -0.25
452000 0.5 0.5
453000 -0.5 -0.5
454000 -0.5 0.25
455000 1.0 1.0
456000 0.0 -0.75
457000 -0.5 -0.25
458000 0.0 -0.25
459000 0.5 0.5
460000 -0.5 0.75
461000 0.0 0.0
462000 0.5 -0.75
463000 -0.5 -0.5
464000 -0.5 0.5
465000 0.0 -0.25
466000 -0.5 0.0
467000 0.0 0.0
468000 0.0 0.0
469000 0.0 -0.25
470000 0.5 -0.25
471000 0.0 0.0
472000 -1.0 -0.25
473000 0.5 0.5
474000 0.0 -0.25
475000 0.0 0.25
476000 0.0 0.5
477000 0.0 0.25
478000 0.5 0.0
479000 0.0 0.0
480000 -0.5 0.0
481000 -0.5 -0.25
482000 0.5 0.0
483000 -1.0 0.0
484000 -0.5 -0.75
485000 0.5 0.25
486000 0.5 0.0
487000 -1.0 0.25
488000 -0.5 0.5
489000 0.0 0.25
490000 -0.5 -0.25
491000 0.5 1.0
492000 0.5 -0.25
493000 0.5 -0.5
494000 -0.5 0.0
495000 0.5 -0.25
496000 0.5 0.5
497000 0.0 0.25
498000 -0.5 0.5
499000 0.0 0.25
500000 0.5 -0.5
501000 0.0 -0.25
502000 0.0 0.75
503000 -1.0 -1.0
504000 0.0 -0.25
505000 -1.0 0.25
506000 0.0 -0.25
507000 0.0 0.25
508000 -0.5 0.0
509000 -0.5 -0.5
510000 0.0 -0.5
511000 -0.5 -0.25
512000 -0.5 0.0
513000 -0.5 0.0
514000 -0.5 0.25
515000 -0.5 0.5
516000 -0.5 0.5
517000 0.0 0.25
518000 0.0 0.0
519000 -0.5 -0.25
520000 0.0 0.25
521000 0.0 0.0
522000 0.0 -0.25
523000 -0.5 0.25
524000 -0.5 -0.75
525000 0.0 0.0
526000 0.0 -0.25
527000 -0.5 0.0
528000 0.0 -0.25
529000 0.0 -0.5
530000 0.5 -0.25
531000 -0.5 -0.5
532000 0.5 -0.25
533000 -0.5 0.5
534000 -1.0 0.75
535000 0.5 -0.25
536000 0.0 0.0
537000 1.0 -0.5
538000 -0.5 -0.25
539000 0.5 0.5
540000 0.5 -0.5
541000 0.0 0.25
542000 0.0 -0.25
543000 -0.5 -0.5
544000 0.5 -0.5
545000 1.0 0.0
546000 -0.5 -0.25
547000 0.0 -0.5
548000 0.5 0.5
549000 -0.5 0.25
550000 0.0 0.0
551000 0.0 0.25
552000 0.0 -0.5
553000 0.0 0.0
554000 0.0 0.75
555000 -0.5 -0.25
556000 -0.5 0.25
557000 0.5 -0.5
558000 -0.5 0.0
559000 -0.5 0.25
560000 -0.5 -0.5
561000 -1.0 -0.25
562000 0.5 -0.5
563000 0.5 0.25
564000 -0.5 -0.25
565000 0.5 -0.25
566000 -0.5 -0.25
567000 0.0 0.0
568000 0.0 0.25
569000 0.0 0.75
570000 -1.0 -0.75
571000 0.5 -0.5
572000 0.0 -0.25
573000 0.0 -0.25
574000 0.0 -0.25
575000 0.5 0.25
576000 0.5 0.25
577000 1.0 0.5
578000 -0.5 0.25
579000 0.0 -0.25
580000 0.5 0.0
581000 0.5 0.25
582000 0.0 0.25
583000 0.0 -0.75
584000 0.5 0.5
585000 0.0 -0.25
586000 0.0 0.0
587000 0.0 0.25
588000 0.0 -0.75
589000 0.5 0.25
590000 0.0 0.0
591000 0.0 0.0
592000 -0.5 0.25
593000 0.5 0.25
594000 0.0 0.0
595000 -0.5 0.25
596000 0.0 -0.75
597000 0.0 -0.25
598000 0.5 -0.25
599000 0.5 0.25
600000 -0.5 0.25
601000 0.0 0.0
602000 -0.5 0.5
603000 -0.5 0.25
604000 0.0 0.0
605000 0.5 0.25
606000 0.0 -0.75
607000 0.5 0.25
608000 -1.0 -0.25
609000 0.0 -0.5
610000 -0.5 0.0
611000 0.0 0.25
612000 0.5 0.5
613000 -0.5 0.0
614000 0.5 0.5
615000 0.5 0.5
616000 0.5 -0.25
617000 1.0 -0.25
618000 -1.0 -0.25
619000 0.0 0.25
620000 -1.0 -0.5
621000 -0.5 -0.75
622000 0.0 0.0
623000 -1.0 -0.25
624000 -0.5 -0.5
625000 0.5 0.5
626000 -0.5 0.5
627000 0.5 0.75
628000 -0.5 0.75
629000 0.0 0.0
630000 0.5 -0.25
631000 0.0 -0.75
632000 0.5 0.25
633000 -0.5 0.0
634000 -0.5 0.5
635000 0.5 0.75
636000 -0.5 0.25
637000 0.0 0.25
638000 -1.0 0.0
639000 0.0 0.5
640000 0.5 -0.25
641000 1.0 0.25
642000 -0.5 0.0
643000 0.0 0.5
644000 -0.5 0.0
645000 -0.5 -0.25
646000 0.5 0.25
647000 0.0 -0.25
648000 -0.5 -0.25
649000 0.5 1.0
650000 1.0 0.25
651000 -0.5 0.5
652000 0.5 -0.5
653000 -0.5 0.25
654000 1.0 -0.5
655000 1.0 0.0
656000 0.5 -0.25
657000 -1.0 0.0
658000 -0.5 0.25
659000 1.0 -0.5
660000 0.5 -0.25
661000 -0.5 0.25
662000 0.0 0.5
663000 -0.5 -0.25
664000 1.0 0.0
665000 1.0 0.25
666000 0.0 -0.75
667000 -0.5 0.25
668000 1.0 0.25
669000 0.0 0.75
670000 -0.5 -0.5
671000 0.0 0.0
672000 0.0 -0.5
673000 -0.5 0.0
674000 0.0 1.0
675000 -0.5 0.0
676000 0.5 -0.25
677000 0.5 0.25
678000 0.5 0.0
679000 0.0 0.5
680000 0.0 0.0
681000 -0.5 0.0
682000 0.5 -0.25
683000 1.0 -0.75
684000 0.0 0.25
685000 -0.5 0.75
686000 0.0 0.0
687000 -0.5 -0.75
688000 -1.0 -0.5
689000 0.5 0.75
690000 0.5 0.0
691000 0.0 0.25
692000 0.5 0.0
693000 0.0 -0.5
694000 -0.5 0.75
695000 0.0 -0.25
696000 -0.5 0.0
697000 0.5 -0.75
698000 -0.5 -0.25
699000 -0.5 -0.25
700000 0.5 0.0
701000 0.5 0.0
702000 0.5 0.0
703000 -0.5 0.0
704000 1.0 0.25
705000 0.0 -0.75
706000 0.0 0.0
707000 0.0 0.25
708000 0.5 0.0
709000 0.0 0.25
710000 -0.5 0.5
711000 0.5 -0.25
712000 -0.5 0.5
713000 0.5 0.0
714000 0.5 0.5
715000 -1.0 0.75
716000 0.0 0.5
717000 1.0 -0.25
718000 0.5 0.25
719000 0.5 -0.25
720000 -1.0 -1.0
721000 -0.5 -0.25
722000 -0.5 -0.25
723000 0.5 0.25
724000 0.0 -1.0
725000 -0.5 0.75
726000 0.0 0.0
727000 0.5 0.5
728000 -0.5 0.25
729000 0.0 -0.25
730000 0.0 0.25
731000 0.0 0.25
732000 1.0 0.25
733000 0.5 0.25
734000 -0.5 0.25
735000 0.5 0.0
736000 0.0 -0.75
737000 0.0 -0.25
738000 -0.5 0.0
739000 0.0 0.0
740000 -0.5 0.0
741000 0.0 0.5
742000 1.0 0.0
743000 -0.5 -0.25
744000 0.5 -0.5
745000 1.0 -0.5
746000 -0.5 0.25
747000 0.0 0.0
748000 1.0 0.0
749000 -0.5 0.0
750000 0.0 0.25
751000 0.5 0.75
752000 1.0 0.25
753000 0.5 0.25
754000 -1.0 0.0
755000 -0.5 -0.75
756000 -0.5 0.0
757000 0.5 -0.25
758000 -0.5 -0.5
759000 0.5 0.5
760000 -0.5 -0.25
761000 0.5 -0.25
762000 0.5 0.5
763000 -1.0 -0.75
764000 -0.5 -0.25
765000 0.5 0.0
766000 1.0 -0.25
767000 -0.5 -0.25
768000 0.5 0.5
769000 0.5 0.5
770000 0.0 0.0
771000 -0.5 -0.25
772000 0.5 0.0
773000 -0.5 0.0
774000 -0.5 0.0
775000 0.0 -0.25
776000 0.5 -0.25
777000 0.0 -0.25
778000 0.0 0.75
779000 0.5 0.25
780000 -0.5 0.0
781000 0.5 -0.5
782000 1.0 -0.25
783000 0.5 -0.75
784000 0.5 -0.25
785000 0.0 -0.5
786000 0.0 0.0
787000 0.5 -1.0
788000 -0.5 -0.5
789000 -0.5 0.25
790000 0.5 -0.25
791000 -0.5 0.0
792000 0.5 0.0
793000 0.5 0.0
794000 0.5 0.75
795000 0.5 0.0
796000 0.0 0.0
797000 1.0 0.0
798000 1.0 -0.25
799000 0.0 0.5
800000 0.5 0.25
801000 0.5 0.25
802000 0.0 0.0
803000 0.5 0.25
804000 -0.5 -0.25
805000 1.0 0.25
806000 -0.5 0.0
807000 -0.5 0.75
808000 -1.0 0.0
809000 0.5 0.25
810000 -0.5 0.0
811000 0.5 -0.25
812000 0.5 -0.25
813000 -0.5 0.25
814000 -1.0 0.25
815000 0.0 0.0
816000 -0.5 -0.25
817000 -0.5 -0.5
818000 0.5 -0.25
819000 -1.0 0.0
820000 0.0 0.25
821000 0.0 0.0
822000 0.0 -0.25
823000 -1.0 0.0
824000 0.5 -0.25
825000 0.0 0.25
826000 0.5 -0.25
827000 -0.5 0.0
828000 -0.5 -0.5
829000 -1.0 0.5
830000 0.5 -0.5
831000 -0.5 0.0
832000 0.5 0.0
833000 -1.0 -0.25
834000 0.5 -0.5
835000 -0.5 -0.5
836000 0.5 0.25
837000 0.5 0.5
838000 0.0 0.75
839000 0.5 -0.25
840000 0.5 -0.25
841000 -0.5 0.25
842000 0.0 0.75
843000 0.0 -0.25
844000 0.0 -0.5
845000 1.0 0.0
846000 0.0 -0.75
847000 0.0 0.0
848000 0.0 -0.5
849000 -0.5 0.25
850000 0.0 0.25
851000 0.5 -0.25
852000 0.0 0.5
853000 -0.5 0.75
854000 0.5 0.25
855000 0.0 0.25
856000 0.0 0.75
857000 1.0 0.25
858000 0.0 0.0
859000 1.0 0.25
860000 0.0 0.25
861000 0.5 0.75
862000 0.5 0.25
863000 1.0 0.0
864000 0.5 0.0
865000 0.5 -0.25
866000 0.0 0.0
867000 0.5 0.25
868000 1.0 0.5
869000 0.0 -0.25
870000 -0.5 0.0
871000 0.5 0.25
872000 1.0 0.0
873000 0.5 1.0
874000 -0.5 -0.25
875000 -0.5 0.5
876000 0.0 -0.25
877000 0.0 -0.25
878000 1.0 0.0
879000 0.5 0.5
880000 0.5 -0.75
881000 -0.5 0.0
882000 -0.5 0.25
883000 0.0 0.25
884000 0.0 0.0
885000 0.0 0.0
886000 -0.5 0.25
887000 -1.0 -0.25
888000 1.0 -0.75
889000 -0.5 0.0
890000 0.0 0.25
891000 0.0 -0.25
892000 0.0 -0.25
893000 0.0 -0.25
894000 0.0 -0.5
895000 -0.5 0.5
896000 1.0 0.25
897000 0.0 0.0
898000 0.0 0.25
899000 0.0 0.0
900000 0.0 0.0
901000 -1.0 0.25
902000 -0.5 0.25
903000 0.0 0.0
904000 -1.0 -0.25
905000 0.5 -0.25
906000 0.0 0.25
907000 -0.5 0.25
908000 0.0 0.25
909000 0.5 0.0
910000 1.0 0.25
911000 -0.5 0.0
912000 0.0 0.0
913000 0.5 0.5
914000 0.0 -0.25
915000 -0.5 0.0
916000 -0.5 0.5
917000 -0.5 -0.25
918000 0.0 -0.25
919000 0.0 -0.25
920000 -0.5 -0.5
921000 0.5 -0.25
922000 0.0 -0.5
923000 -0.5 -0.25
924000 0.5 0.25
925000 -0.5 -0.25
926000 0.0 -0.25
927000 0.5 0.5
928000 -1.0 0.25
929000 -1.0 -0.75
930000 0.5 0.0
931000 1.0 -0.25
932000 1.0 0.5
933000 0.5 -0.25
934000 -0.5 0.0
935000 1.0 0.0
936000 -0.5 0.25
937000 0.5 0.25
938000 -0.5 0.0
939000 0.0 -0.25
940000 -0.5 -0.25
941000 0.0 -0.5
942000 0.0 -1.0
943000 -0.5 -0.25
944000 1.0 0.5
945000 0.0 0.5
946000 0.5 -0.25
947000 0.5 0.0
948000 0.0 -1.0
949000 -0.5 -0.5
950000 0.5 0.25
951000 1.0 0.25
952000 -1.0 0.0
953000 0.0 0.5
954000 0.0 0.25
955000 -0.5 -0.25
956000 -0.5 0.25
957000 0.0 0.0
958000 0.0 -0.25
959000 -0.5 0.25
960000 0.5 -0.25
961000 0.0 0.0
962000 0.0 -0.5
963000 -0.5 -0.75
964000 0.0 0.25
965000 0.0 0.0
966000 0.0 0.25
967000 0.5 0.5
968000 0.0 0.5
969000 -1.0 -0.75
970000 0.5 -0.75
971000 0.0 -0.5
972000 0.5 -0.5
973000 0.0 -0.25
974000 0.5 -0.75
975000 1.0 -0.5
976000 -0.5 0.75
977000 0.0 -0.25
978000 0.0 0.0
979000 0.0 0.5
980000 0.0 0.25
981000 0.0 0.25
982000 0.5 0.25
983000 0.5 -0.25
984000 0.0 -0.25
985000 0.5 0.5
986000 1.0 -0.25
987000 1.0 0.25
988000 0.0 -0.5
989000 0.5 -0.75
990000 0.0 -0.5
991000 0.5 -0.25
992000 0.0 0.0
993000 1.0 0.0
994000 1.0 -0.75
995000 0.5 0.25
996000 1.0 -0.5
997000 -1.0 0.25
998000 0.5 0.5
999000 0.0 -0.5
1000000 -0.5 -0.5
